cluster_id,position_name
962,Заместитель врача экстренной неотложной помощи
963,Заместитель начальника хозяйственным вопросам
964,Главный специалист-эксперт контроля
965,Бухгалтер -ой категории
966,Участковый врач-терапевт
967,Начальник учреждения совмещение
968,Врач терап дневн стац
969,Сетра врача -стоматолога -хирурга
970,Заведующий общежитием
971,Ведущий испектор
972,Заместитель директора работе
973,Педагог дополнит образования сов-ль
974,Начальника учреждения
975,Преподаватель-совместитель внешний
976,Инструктор-методист лечебной физкультуре
977,Заведуюший
978,Заведующая сектором
979,Руководитель моц
980,Санитарка терапевт отд пол
981,Инженер обслуживанию ремонту эвт
982,Начальник отдела контроля качества результатов
983,Специалист разряда
984,Заведующий для детей
985,Ведущий инженер программист отдела средств
986,Начальник отдела обеспечения
987,Художественный руководитель
988,Начальник -главный бухгалтер
989,Завхоз
990,Врач фтизиатр
991,Главный специалист-эксперт отдела надзора обеспечением
992,Главный специалист-ответственный секретарь кдн
993,Специалист расчетам организациями подотчетными лицами
994,Врач нарколог
995,Заведующий
996,Преподаватель без квалификационной категории
997,Заведующий информационным центром
998,Заместитель директора арх-главный арх инст
999,Заведующий отделением врач-торакальный хирург
1000,Начальника инспекции
1001,Специалист делопроизводству
1002,Слесарь-сантехник
1003,Заместитель дир гастр -конц деят
1004,Заместитель главы финансовым вопросам
1005,Заведующая
1006,Инженер-конструктор
1007,Главный концертмейстер оркестра
1008,Начальник отдела учету органов самоуправления
1009,Начальник служб водопродно-канализационной кондиционирования воздуха
1010,Начальник отдела учету главный бухгалтер
1011,Начальник отдела центра занятости населения
1012,Методист народной традиционной культуре
1013,Консультант отдела инвестиционной политики экономики
1014,Главный специалист сектора
1015,Электромонтажник-наладчик
1016,Руководитель дискотеки
1017,Главный инженер
1018,Начальник цеха питания
1019,Заведующий отделением врач-эндоскопист
1020,Главный врач бму комитета здравоохранения
1021,Механик обслуживанию оборудования
1022,Сторож вахтер
1023,Консультант отдела правовым вопросам управления
1024,Заведующий кабинетом
1025,Главный специалист- эксперт отдела делам
1026,Старший диспечер
1027,Руководитель учреждения
1028,Начальник усзн
1029,Асистент режиссера
1030,Начальник отдела проверки достоверности определения
1031,Педагог внеурочной деятельности
1032,Учитель мбоу сош щигры
1033,Заведующий
1034,Заместитель директора руководитель технопарк курска
1035,Заведующая
1036,Столяр изготовлению декораций
1037,Заведующая крупецкой
1038,Специалист защите информации отдела организационной
1039,Заведующая
1040,Врач-психиатр участковый
1041,Учитель обществознания
1042,Начальник отдела экспертизы
1043,Охотовед
1044,Ведущий специалист оператор систем мониторинга
1045,Рабочая стирке ремонту белья
1046,Инженер- электрик
1047,Заместитель дир учебным инновационным технологиям
1048,Охотовед
1049,Машинист стирке ремонту специалист одежды
1050,Методист кат
1051,Сторож-охранник
1052,Режисер-постановщик
1053,Главный специалист-эксперт отдела финансирования отчетности
1054,Заместитель главы совета
1055,Начальник отдела организационно-кадровой работы
1056,Ведущий инспектор центра занятости населения
1057,Заведующий отделом массовой работы
1058,Слесарь обслуживанию тепловых тепловых пунктов
1059,Заведующий
1060,Массажист
1061,Врач акушер-гениколог экстренной помощи
1062,Врач- уролог
1063,Пдо труду
1064,Заведующий учебным хозяйством
1065,Заведующий оперативным отделом
1066,Заместитель директора социальным вопросам
1067,Главный консультант управления планирования
1068,Начальник вус
1069,Совм -пед доп образования пдо
1070,Воспитатель специалист
1071,Заведующий кабинетом статистик-врач-статистик
1072,Методист творчеству
1073,Классный руководитель
1074,Заведующий
1075,Рабочий зданию
1076,Управляющий делами
1077,Заведующий спортивным комплексом
1078,Пдо правосл развитию
1079,Специалист обслуживанию ремонту инвентаря оборудования
1080,Кастелянши
1081,Заместитель директора обслуживанию молодежи
1082,Главный специалист-эксперт осуществлению бюджетных полномочий
1083,Заместитель директора учебно-восп работе
1084,Заместитель заведующей административно-хозяйственной части
1085,Начальник отдела социального обеспечния
1086,Начальник отдела привлечению инвестиций
1087,Начальник отдела субсидий жку
1088,Помощник режиссера
1089,Замдиректора
1090,Врач-терапевт дневной стационар
1091,Инструктор труд обучению
1092,Директор школы гимназии лице
1093,Заведующий невролог отд
1094,Главный специалист-эксперт работе населением
1095,Заместитель
1096,Аккомпаниатор ансамбля народных инструментов
1097,Врач -косметолог
1098,Работник
1099,Заместитель директора экспертизе проектной документации
1100,Заместитель директора работе
1101,Инженер надзору стр-ву
1102,Заведующая рмк
1103,Ветеринарный санитар
1104,Заведующий частью
1105,Врач терапии
1106,Инструктор афк
1107,Начальник отдела организационной финансовой кадровой
1108,Врач-ревматолог
1109,Пдо позн развитию специалист
1110,Охотовед
1111,Оператор станции
1112,Слесарь эксплуатации ремонту оборудования
1113,Врач здравпункта
1114,Главный художник свету
1115,Ведущий специалист субсидиям
1116,Преподаватель концертмейстер
1117,Врач методист
1118,Инженер строительству ахо
1119,Преподаватель пения
1120,Заместитель отделом
1121,Инструктор производственного обучения рабочих массовых
1122,Заведующий гастро отд
1123,Хормейстер или коллектива
1124,Заместитель директора-начальник отдела
1125,Заведующий отделением -врач лечебной физкультуре
1126,Заместитель руководителя заведующий деятельности
1127,Регистратор
1128,Настройщик пианино роялей
1129,Руководитель подразделения центра образования профиля
1130,Тренер-преподаватель адаптивной физкультуре
1131,Заведующий амбулаторным отделением-врач физиотерапевт
1132,Уборщик служебных помещений
1133,Старший оператор call центра
1134,Методист оимпд
1135,Заведующий секретариатом корреспондент отдела рекламы
1136,Спортсмен
1137,Заведующий орг метод отделом
1138,Оператор насосных установок
1139,Начальник отдела взаимодействия гражданами
1140,Комендант
1141,Заведующий мастерскими
1142,Сторож сов-ль
1143,Директора
1144,Врио заместитель главы -начальника управления
1145,Охотовед
1146,Мед сес офтальм
1147,Учитель химии
1148,Консультанта вопросам архитектуры градостроительства
1149,Начальник отдела учета отчетности учреждений
1150,Балетмейстер
1151,Сестра кабинета врача- невролога
1152,Художественный руководитель ансамбля песни
1153,Уполномоченный правам реб нка
1154,Администратор моц
1155,Заведующий
1156,Социальный работник
1157,Председатель собрания
1158,Инспектор соревнований
1159,Врача-педиатра кдо кабинет неотл мед
1160,Специалист-т компл проф подготов студ
1161,Водитель класса автомобиля
1162,Начальник отдела учета учреждений подведомственных
1163,Библиотекарь цдб
1164,Ведущий специалист отдела апк
1165,Заведующий службой
1166,Заместитель директора правовым вопросам вопросам
1167,Врач-сурдолог-оториноларинголог
1168,Первый заместитель директора-начальник отдела организации
1169,Воспитатель сада
1170,Изготовитель пищевых полуфабрикатов
1171,Врач-генетик
1172,Начальник центра занятости населения города
1173,Социальный педагог кат
1174,Начальник отдела экономики закупок рынка
1175,Начальник управления департаменте
1176,Заместитель инженера-инспектора курска
1177,Пдо информационно-коммуникативным технологиям
1178,Электрик кипа
1179,Пожарный сторож
1180,Заведующая отделом
1181,Врач функц диагностики
1182,Врач-нейрохирург
1183,Сестра неврол каб
1184,Заведующий пункт
1185,Уборщик служ помощник к-та -стом
1186,Оператор-контролер
1187,Главной медсестры
1188,Заведующий
1189,Соц педагог согласно второй внутридолжностной
1190,Охотовед
1191,Старший методист развитию образования
1192,Заместитель начальника управления
1193,Специалист реабилитации инвалидов
1194,Заместитель директора развитию
1195,Начальник отдела учета учреждениях культуры
1196,Консультант исполнению функций подразделения
1197,Библиотекарь отдела комплектования
1198,Заместитель начальника управления заочной форме
1199,Консультант мобилизационной работе
1200,Библиотекарь сектора обработки комплектования
1201,Ведущий бухгалтер учету расчетов оплате
1202,Педогог библиотекарь
1203,Мед психолог
1204,Сестра палатная
1205,Руководитель секретариата
1206,Начальник отдела жкх
1207,Врач-терапевт оки
1208,Главный специалист отдела связи
1209,Техник обслуживанию газовых котлов
1210,Заместитель министра имущества
1211,Исполняющий обязанности директора
1212,Врио главы города льгова
1213,Электромонтер
1214,Специалист документов
1215,Старший методист управлению внешним коммуникациям
1216,Специалист умр
1217,Врач- педиатр школы
1218,Директор
1219,Работник выполняющий переданные полномочия решению
1220,Мастер ковроткач
1221,Начальник управления молод жной политики
1222,Врач- онколог
1223,Заведующая ржавецким
1224,Старший оператор транспорта
1225,Консультант отдела экономики планирование бюджета
1226,Учитель изо технологии
1227,Заведующий отделением врач-анестезиолог-реаниматолог
1228,Руководитель физвоспитания высш кат
1229,Заведующий учебной части
1230,Электромантер ремонту обслуживанию электрооборудования
1231,Техник эксплуатации ремонту спортивной техники
1232,Инженер обслуживанию машин
1233,Заместитель врача работе
1234,Инженер ремонту
1235,Заведующий участковой больницей врач-терапевт ястр
1236,Заведующий отделением образования
1237,Специалист отдела кадров
1238,Старший врач станции помощи
1239,Консультант животноводству обеспечению
1240,Методист дис
1241,Руководитель отдела образования обучения
1242,Воспитатель общежития
1243,Заместитель начальника управления
1244,Ответственный редактор
1245,Главный специалист-эксперта мобилизационной подготовки
1246,Заместитель директора эксплуатации объекта спорта
1247,Охотовед
1248,Начальник отдела бухгалтер
1249,Заместитель главы поселка поныри
1250,Киномеханик-кинооператор
1251,Киномеханик киноустановка
1252,Учитель старший
1253,Заведующий отделением врач-колопроктолог
1254,Ведущий специалист-эксперт отдела социального обеспечения
1255,Диспетчер образовательного учреждения
1256,Начальника отдела имущественных отношений
1257,Охотовед
1258,Продавец
1259,Санитарка кдл
1260,Сестра физио каб
1261,Заместитель главы округа
1262,Психолог к-та профилактики
1263,Заместитель главы управляющий делами
1264,Звукооператор
1265,Руководитель центра профориентации содействия трудоустройству
1266,Артист кам -инстр анс
1267,Начальник отдела спортивно-массовой работе
1268,Художник постановщик образцовый музыкальный театр
1269,Заведующий лабораторией врач-бактериолог
1270,Заведующий отделом искусства
1271,Инженер охране окружающей среды
1272,Ведущий специалист-эксперт административной комиссии
1273,Ведущий специалист маркетингу
1274,Заведующий
1275,Заместитель директора работе
1276,Охотовед
1277,Заведующий мто
1278,Режиссер массовых мероприятий
1279,Пдо изо
1280,Главный специалист-эксперта информационным технологиям защите
1281,Начальник отдела промышленности строительства жкх
1282,Главный хранитель
1283,Оператор оборудования
1284,Охотовед
1285,Заведующий центральным
1286,Врач рефлексотерапевт
1287,Начальник отдела ветеринарно-санитарной безопасности
1288,Ведущий программист
1289,Артист-концертный исполнитель ансамбля народных инструментов
1290,Врач-оториноларинголога
1291,Заведующий дневным стационаром-врач-хирург
1292,Хормейстер ансамбля
1293,Плотник
1294,Заместитель административно-хозяйственной работе
1295,Главный специалист отдела административно-хозяйственного обеспечения
1296,Техник сцены
1297,Охотовед
1298,Заведующий отделением врач-инфекционист
1299,Учитель физкультуры
1300,Руководитель службы обеспечения
1301,Начальник отдела информации
1302,Заместитель глав врача мед части
1303,Специалист организации контроля
1304,Начальник отдела трудоустройства реализации программ
1305,Заместитель директора
1306,Санитарка хир отд
1307,Руководитель студии искусства
1308,Художник дизайнер
1309,Консультант отдела архитектуры строительства жкх
1310,Заведующий комплексом
1311,Заместитель бухгалтера
1312,Заведующая
1313,Заведующий худ -пост частью
1314,Уборщик служебных помещений фапа
1315,Начальник отдела выполнению государственных полномочий
1316,Методист работе детьми
1317,Техник рем аппаратуры
1318,Программист -го квал уровня
1319,Заместитель дир реабилитационной работе
1320,Руководитель медиа центра
1321,Начальник отдела учета доходов санкционирования
1322,Начальник центра
1323,Главный специалист-эксперт отдела
1324,Сестра кабинета врача офтальмолога
1325,Врач-гематолог
1326,Настройщик щипковых инструментов
1327,Заместитель врача обороне мобилизационной работе
1328,Специалиста-эксперта отдела образования
1329,Диспетчер пожарной связи
1330,Водитель пожарной машины
1331,Преподаватель физики
1332,Библиотекарь
1333,Врач-детскй хирург
1334,Помощник режисера
1335,Начальник производственного отдела
1336,Начальник отдела анализа данных прогнозирования
1337,Начальник отдела учета отчетности главный
1338,Заместитель директора руководитель службы автоматизированных
1339,Начальник отдела работе обращениями делопроизводству
1340,Инженер компьютерной техники
1341,Фельдшер пункт
1342,Ведущий специалист-эксперт-секретарь комиссии
1343,Дирижер оркестра народных инструментов
1344,Заведующий солнечной участковой больницы-врач-анестезиолог-реаниматолог
1345,Химик-эксперт организации
1346,Заведующий поликлиникой врач-оториноларинголог
1347,Консультант отдела ревизий
1348,Заместитель начальника отдела маркетинга
1349,Начальник отдела планирования обеспечения
1350,Заведующий отделением-врач ультразвуковой диагностики
1351,Ведущий бухгалтер расчетам пост подр
1352,Специалист обеспечению безопасности
1353,Инспектор эксплуатационным организационным вопросам
1354,Совм -специалист инвент сооружений
1355,Заведующий отделением врач-неонатолог
1356,Охотовед
1357,Начальник технического отдела
1358,Методист использованию информационно-коммуникационных технологий
1359,Заведующий художественной части
1360,Заместитель директора кинообслуживанию заведующая центром
1361,Заместитель начальника хозяйственного отдела
1362,Преподаватель дши
1363,Врач акуш гинек оказ экстр
1364,Ведущий специалист
1365,Специалист вопросам дела
1366,Старший тренер спорту
1367,Начальник медицинского
1368,Ведущий бухгалтер учету ценностей
1369,Старший оператор комп набора
1370,Руководитель вокалу
1371,Руководитель группы
1372,Рабочий компл обслуживанию
1373,Санитарка стом отд
1374,Санитар кабинета врача -стоматолога -хирурга
1375,Директор
1376,Специалист услугам
1377,Ведущий инженер метрологии
1378,Приемщик заказов
1379,Заместитель начальника отдела закупкам
1380,Статистик кабинета мед статистики
1381,Механик ремонту выпуску автотранспорта
1382,Ведущий библиограф
1383,Уборщик
1384,Начальник отдела вопросам опеки попечительства
1385,Учитель овз
1386,Сестра терап
1387,Проректор научной работе
1388,Ведущий специалист-эксперт отдела жкх транспорта
1389,Заместитель начальника отдела выплате пособий
1390,Повар кондитер
1391,Специалист икт
1392,Санитарка-уборщица
1393,Техслужающий
1394,Методист досуга молодежи
1395,Референт
1396,Заместитель начальника управления строительству архитектуре
1397,Заместитель начальника пожарной части
1398,Художник бутафор
1399,Заместитель начальника управления начальник отдела
1400,Заведующий научно-техн
1401,Заведующий
1402,Внеурочная деятельность
1403,Специалист срочной работе
1404,Проректор обеспечению
1405,Консультант связям
1406,Слесарь кипиа
1407,Специалист благоустройству озеленению
1408,Начальник отдела экономического развития прогнозирования
1409,Гардеробщик
1410,Заведующий кабинетом-врач-эпидемиолог
1411,Заместитель директора организационной проектной инновационной
1412,Директора воспитанию
1413,Оценщик
1414,Врач дежур б-це
1415,Заместитель председателя
1416,Уборщик
1417,Заместитель директора инновационной деятельности
1418,Осмотрщик сооружений
1419,Руководитель коллектива эстрадной песни
1420,Заведующий лаборатории
1421,Начальник управления бюджету налогам адинистрации
1422,Главный специалист-эксперт вопросам закупок эксплуатации
1423,Главный специалист-старший оперативный дежурный еддс
1424,Специалист пожарной профилактике
1425,Методист формированию базы данных выпускников
1426,Заведующий учебно-производственным комплексом
1427,Начальник отдела надзора
1428,Концертмейстер классу вокала
1429,Главный специалист отдела строительства закупок
1430,Специалиста бухгалтера основной отдел
1431,Водитель помощи
1432,Ведущий эксперт режиму секретности
1433,Врач-психиатр
1434,Дежурный вахтер
1435,Бухгалтер учету нефинансовых активов
1436,Заместитель директора вопросам
1437,Заведующий
1438,Рабочая обслуживанию бани
1439,Руководитель ансамбля
1440,Ведущий специалист землеустройству отдела имуществен
1441,Руководитель службы
1442,Техник эксплуатации зданий
1443,Диетсестра
1444,Заместитель директора работе
1445,Инженер-программист технического отдела
1446,Администратор центр тестирования вфсо гто
1447,Специалист учету населения
1448,Консультант отд соц-эконом развития
1449,Водитель дтп
1450,Электромонтер обслуживанию ремонту электрооборудования
1451,Уборщик служеб помещений
1452,Буфетчик отд оки
1453,Специалист отдела
1454,Ведущий специалист-эксперт экономике отчетности управления
1455,Методист категория
1456,Оператор газовой
1457,Врач ортопед
1458,Начальник отдела инновационных программ
1459,Начальник производству установке тсодд
1460,Оператор машин
1461,Уборщик служ помощник оки взр
1462,Швея
1463,Врач гинеколог
1464,Руководитель центра организации первичной медико-санитарной
1465,Техник ремонту аппаратуры
1466,Врач терапевт паллиативной помощи
1467,Музыкальный руководитель кат группа
1468,Ведущий эксперт экономике транспорте
1469,Художник конструктор
1470,Подсобный рабочий столовой
1471,Санитар отделения
1472,Рабочий компл обслуж рем зданий
1473,Воспитатель
1474,Заведующая
1475,Учитель высш кат овз
1476,Старший сторож отдела транспорта жкх
1477,Начальник отдела моб работе гражд
1478,Начальник группы
1479,Методист кабинета руководящих кадров практики
1480,Заместитель врача руководитель центра
1481,Заместитель директора оказанию услуг сфере
1482,Заведующий
1483,Уборщиик служебных помещений
1484,Заведующая сектором работы
1485,Тракторист-экскаваторщик
1486,Заместитель начальника отдела департаменте
1487,Заместитель начальник асс начальник отдела
1488,Заведующий
1489,Экономист закупкам
1490,Заведующий выездной патронажной службы
1491,Начальник отдела экономики
1492,Начальник отдела-провизор-технолог отдел уничтожени
1493,Заместитель начальника отдела управлении
1494,Инженер безопасности движения
1495,Санитарка проц к-та
1496,Помощник директора
1497,Специалист начислению выплате ежемесячной денежной
1498,Заведующий центром здоровья для детей
1499,Рабочий уходу животными
1500,Начальник отделения
1501,Заместитель директора руководитель центра образования
1502,Подсобный рабочий кухне
1503,Начальник отдела поддержки продвижения молодежных
1504,Юрис-консульт
1505,Уборщик служ помещ общепол немед
1506,Старший корректор
1507,Звукооператор
1508,Заведующая отделом киновидеообслуживания
1509,Ведущий библиотекарь автоматизации иинформационных технологий
1510,Консультант отдела управлению имуществом земельными
1511,Начальник отдела правовым общим вопросам
1512,Главный специалист эксперт управления строительства
1513,Врач при отделения
1514,Заместитель работе
1515,Электромонтер ремонту обслуживания электрооборудования
1516,Заместитель главы начальник управления
1517,Методист кабинета межкурсовой подготовки педагогическими
1518,Заведующий отделом комплектования
1519,Врио заместителя председателя
1520,Совм преп руководитель практ
1521,Руководитель рцт вфск гто
1522,Начальник отдела оздоровления отдыха детей
1523,Учитель заместитель дир работе
1524,Начальник сектора работе отделами округов
1525,Управляющий делами-начальник отдела организационной кадровой
1526,Худ-руководитель
1527,Уборщик служ помещ к-та
1528,Воспитатель доу
1529,Исполняющая обязанности директора
1530,Инженер
1531,Начальник отдела поселка золотухино
1532,Врач дежурант приемн отд
1533,Заместитель упрв делами- начальник отдела
1534,Сестра анестезистка
1535,Начальник фэу
1536,Губернатора
1537,Заведующий постановочной частью театра
1538,Главный специалист эксперт молодежной политики
1539,Техслужащая
1540,Кастелянша отд
1541,Оператор котлов
1542,Рабочий уборке
1543,Врач-педиатор
1544,Преподаватель внекл раб
1545,Рабочи обслуживанию зданий
1546,Консультант связям общественностью координации деятельности
1547,Консультанта
1548,Изготовитель игровых кукол
1549,Библиотекарь отдела обслужив
1550,Начальник управления социальным вопросам
1551,Инспектор охране труда
1552,Начальник отдела правоотношений работы
1553,Заместитель бухгалтера планированию-начальник отдела санкционирования
1554,Начальник одела
1555,Заведующий отделением врач-терапевт
1556,Начальник отдела отч тности
1557,Главный специалист-эксперт отдела правоотношен инвестиционной
1558,Учитель классов
1559,Заведующий дом-музея чепцова
1560,Заместитель директора доп образованию
1561,Водитель
1562,Заместитель начальника статистике работе
1563,Заведующий отделом- психолог
1564,Пдо анг
1565,Начальник отдела расчетов рабочими служащими
1566,Заместитель начальник асс начальник отдела
1567,Санитар врача стомотолога терапевта
1568,Инспектор
1569,Водитель автомобиля учебной работе
1570,Заведующая
1571,Врач отделения-врач-инфекционист
1572,Заместитель административно-хозяйственной работе
1573,Хормейстер творчества театра эстрады
1574,Ведущий специалист-эксперт отдела строительства жкх
1575,Артист-солист-инструменталист
1576,Специалист упорядочиванию оформлению архивных документов
1577,Специалист моделированию транспортной системы
1578,Дежурный администратор спортивных сооружений
1579,Старший эксперт
1580,Заведующий хозяйственной части
1581,Заместитель начальника отдела прав вопр
1582,Руководитель представительства обл при правительстве
1583,Начальник отд образования воспитания инспектирования
1584,Аккомпаниатор концертмейстер
1585,Главный специалист-эксперт отдела имущества землепользования
1586,Врач-анестезиолог-раниматолог
1587,Инструктор методист культуре
1588,Помощник уходу
1589,Начальник отдела обеспечения деятельности учреждения
1590,Заведующая отд реабилитации-врач-физиотерапевт
1591,Диспетчер
1592,Заведующий отд узких специалистов
1593,Машинист стирке спецодежды
1594,Специалист мобилизационной работе
1595,Инженер-преподаватель центра обработки данных
1596,Старший специалист
1597,Системный инженер
1598,Заведующий амбулаторно-поликлиничеким отделением
1599,Заместитель начальника отдела обороны чрезвычайным
1600,Заведующая социальным отделением
1601,Рабочий комплексной уборке содержанию домовладений
1602,Директор центра культуры досуга
1603,Слесарь-бригадир
1604,Руководитель формирования объединения
1605,Заместителя главы
1606,Заместитель начальника бюро вопросам
1607,Заведующий сестра
1608,Заведующий хозяйством отдела кванториум курске
1609,Заведующий лаборатории
1610,Руководитель службы
1611,Врач- хирург для оказания экстренной
1612,Заместитель директора подготовке
1613,Сестра каб врача уролога
1614,Библиотекарь
1615,Ответственный состояние безопасную эксплуатацию транспортных
1616,Заместитель директора инновационной работе связям
1617,Массажистка первая кат
1618,Заместитель директора развитию руководитель отдела
1619,Рентгенолаборант без доп тарифа
1620,Дежурный залу
1621,Заведующая сектора информационно-досуговой работы детьми
1622,Библиотекарь-специалист библиотечно-выставочной работе
1623,Старший инспектор
1624,Главный специалист эксперт делопроизводству отдела
1625,Заведующий
1626,Консультант отдела финансов финансового контроля
1627,Заведующий
1628,Методист профориентации
1629,Инструктор проката
1630,Заместитель директор увч
1631,Инженер программист отдела защиты информации
1632,Заведующий
1633,Главный вет врач
1634,Старший водитель
1635,Заведующий каб реабилитации
1636,Биолог
1637,Заведующий дневным отделением
1638,Начальник отдела содержания безопасности дорог
1639,Профконсультант
1640,Инженер программист информационно-технического отдела
1641,Фельдшер кабинета профилактики
1642,Учитель основ духовно-нравственной культуры народов
1643,Инструктор адаптивной культуре
1644,Заведующий концертной деятельностью
1645,Вра-педиатр
1646,Уборщик служ помещ к-та узд
1647,Руководитель
1648,Режисс театра
1649,Директор спортивной школы
1650,Консультант правовым вопросам
1651,Заведующий отделением программ подготовки квалифицированных
1652,Преподаватель домры
1653,Социолог
1654,Заместитель директора безопасности образовательного процеса
1655,Заведующий отд обслуживания
1656,Уборщик помещений прием отд
1657,Заведующий
1658,Руководитель объединения
1659,Работник содержанию кладбища
1660,Пдо православной культуре
1661,Медбрат
1662,Директор департамента
1663,Инжинер эксплуатации зданий сооружений
1664,Начальник отдела экономики управления имуществом
1665,Начальникотдела вопросам реализ целев программ
1666,Санитарка отделений
1667,Начальник отдела организационной работы органами
1668,Ведущий специалист оператор системы
1669,Заведующая
1670,Методист искусству
1671,Заведующая
1672,Начальник управления организации службы детства
1673,Заведующий отделом ромо
1674,Консультант вопросам
1675,Начальник газовой службы
1676,Методист кабинета систем образования
1677,Заместитель главы действующий советниу -го
1678,Начальник отдела документооборота кадровой архивной
1679,Врач неролог пал помощник пол
1680,Пдо деятельности
1681,Специалист сопровождению обеспечения
1682,Заместитель главы общим вопросам
1683,Лаборант r-отделения
1684,Нчальник управления
1685,Художественный руководитель коллектива
1686,Руковоитель объеденения
1687,Заместитель директора-мехпник выпуску-диспетчер
1688,Заместитель бухгалтера отрасли культуры
1689,Совм техник ремонту обсл выч
1690,Главный специалист-эксперт размещению заказов поставки
1691,Специалист отдел учета отчетности
1692,Уборщица производственных служебных помещений
1693,Уборщик служ помещ отд мед
1694,Заведующая отд врач-терапевт
1695,Специалист земельным правоотношениям
1696,Эксперт комплектованию фонда
1697,Заместитель директора
1698,Специалист раз отд земел прав
1699,Главный ветеринарный врач станции-заместитель инспектора
1700,Учитель рисования черчения
1701,Главный администратор
1702,Заместитель начальник управления
1703,Шеф-редактор заведующий отделом
1704,Директор оку центра занятости населения
1705,Заведующий
1706,Консультант отдела агрономии земельныз имущественных
1707,Заместитель директора деятельности
1708,Исполнитель
1709,Начальник отдела-экономист
1710,Санитарка офтальмолог к-та
1711,Младший воспит ночной
1712,Инженер программист отдела аналитики внедрения
1713,Заведующий резерва
1714,Заместитель директора информационно коммуникационным технологиям
1715,Глава
1716,Методист художественной направленности
1717,Младший брат уходу больными
1718,Начальник отдела организационно-правовой кадровой финансовой
1719,Начальник отд строительству транспорту
1720,Приемщик пункта проката коньков
1721,Заместитель директора учреждения
1722,Заведующий отделением подготовке специалистов звена
1723,Начальник управления инвестиционной политики экономики
1724,Начальник отдела социально-экономического развития
1725,Заведующей
1726,Инструктор противопожарной профилактики
1727,Заместитель директора департамента
1728,Директора воспит взаимодействию
1729,Эксперт управления организации перевозок транспортной
1730,Начальник транспортно-хозяйственного участка
1731,Доцент
1732,Заведующий методики клубной работы
1733,Рентгенолаборант кабинета
1734,Консультант информационным технологиям услугам защите
1735,Начальник отдела мониторинга реализации государственных
1736,Специалист отдела строительства архитиктуры имущественных
1737,Заведующий тер отд
1738,Ведущий консультант
1739,Преподаватель ф-но
1740,Диспетчер образовательного процесса
1741,Врач офтальм сад
1742,Начальник отдела агрономии правоотношений вопросам
1743,Директор музея
1744,Инженер эксплуатации теплотехнического оборудования
1745,Начальник отделв правов организ кадр
1746,Начальник отдела опеки
1747,Врач ультразвуковой диагностики организационно кабинет
1748,Консультант вопросам строительства архитектуры жкх
1749,Главный специалист-эксперт
1750,Заместитель руководителя работе сетью внешними
1751,Старший дежурный
1752,Рабочийпокомплексобслужремонту
1753,Заместитель главы строительству градостроительству дорожной
1754,Заведующий отделом кадровой работы юридического
1755,Заведующий центра-врач-инфекционист
1756,Заведующий
1757,Руководитель
1758,Культ организатор
1759,Помощ воспит
1760,Охотовед
1761,Заведующий вет участка
1762,Старший методист
1763,Заведующий отделением- врач-невролог
1764,Заместитель директора административно- хозяйственной работе
1765,Специалист обеспечению
1766,Заведующий отделением-врач-педиатр
1767,Библиотекарь
1768,Ведущий инспектор отдела центра занятости
1769,Консультант отдела организационной кадровой работе
1770,Директора воспитанию взаимодействию детскими общественными
1771,Ведущий инженер организации эксплуатации ремонту
1772,Преподаватель классу фортепиано
1773,Оператор электронно- машин
1774,Заведующий отделом
1775,Заведующий лабораторией- врач лабораторной диагностики
1776,Ведущий специалист кадрам делопроизводству
1777,Слесарь -электрик ремонту электрооборудования
1778,Начальник отдела учета отчетности
1779,Преподаватель- организатор основам безопасности жизнедеятельности
1780,Оператор газовой
1781,Педагог образования
1782,Ведущий консультант управления экономического планирования
1783,Начальник отдела финансового учета отчетности
1784,Начальник отдела защиты информации
1785,Специалист защите информации
1786,Начальник отдела делам
1787,Специалист вопросам
1788,Специалист отдела обороны чрезвычайных ситуаций
1789,Заместитель директора организационной работе
1790,Начальник управления обеспечения лицензирования
1791,Помощник оператор
1792,Главный специалист-эксперт отдела учета отчетности
1793,Специалист закупкам
1794,Начальник отдела культуры делам молодежи
1795,Заместитель главы поселка
1796,Машинист стирке белья
1797,Начальник отдела закупок
1798,Заведующий кабинетом статистики врач-статистик
1799,Ведущий ветеринарый врач
1800,Ведущий специалист-эксперт контролю
1801,Консультант работе административной комиссии
1802,Рабочий обслуживанию ремонту зданий
1803,Заместитель главы начальник управления финансов
1804,Начальник отдела имущества правоотношений
1805,Начальник отдела правовой кадровой организационной
1806,Начальник отдела кадров
1807,Первый заместитель главы
1808,Контролер технического состояния транспортных средств
1809,Заместитель оперативным отделом
1810,Заведующий отделом-врач-терапевт
1811,Специалист обороны
1812,Заместитель директора управлению
1813,Заведующий отделением профилактики врач профилактики
1814,Инструктор культуре
1815,Заведующий отделением-врач-рентгенолог
1816,Главный бухгалтер курсов
1817,Председатель ревизионной комиссии
1818,Заместитель бухгалтера
1819,Специалист охране труда технике безопасности
1820,Главный специалист правовым вопросам
1821,Хормейстер хора
1822,Ведущий бухгалтер учету
1823,Заместитель директора безопасности
1824,Заместитель директора руководитель службы организации
1825,Инженер обслуж компьютеров
1826,Методист учебным дисциплинам работе
1827,Учитель
1828,Учитель языка
1829,Начальник отдела образования
1830,Начальник центра
1831,Специалист работе
1832,Главный специалист- эксперт вопросам финансового
1833,Врач узд
1834,Консультант отдела учету финансового управления
1835,Начальник отдела материально технического снабжения
1836,Инженер защите информации
